Course_name,Inst_Name,Alloted_Cat,Quota,Institute Type,First Rank,Last Rank,City
ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",EWS,GUJCET Based,Self-Finance,20969,22975,KARAMSAD
ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",GEN,GUJCET Based,Self-Finance,13168,19924,KARAMSAD
ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",SEBC,GUJCET Based,Self-Finance,27013,38163,KARAMSAD
CIVIL ENGINEERING,"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",GEN,GUJCET Based,Self-Finance,28170,30712,KARAMSAD
COMPUTER ENGINEERING,"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",EWS,GUJCET Based,Self-Finance,9226,10278,KARAMSAD
COMPUTER ENGINEERING,"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",GEN,GUJCET Based,Self-Finance,5077,9064,KARAMSAD
COMPUTER ENGINEERING,"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",SC,GUJCET Based,Self-Finance,23275,23645,KARAMSAD
COMPUTER ENGINEERING,"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",SEBC,GUJCET Based,Self-Finance,9920,19338,KARAMSAD
COMPUTER ENGINEERING - TFWS,"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",TFWs,GUJCET Based,Self-Finance,3381,3381,KARAMSAD
"COMPUTER SCIENCE &
DESIGN","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",EWS,GUJCET Based,Self-Finance,27984,31356,KARAMSAD
"COMPUTER SCIENCE &
DESIGN","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",GEN,GUJCET Based,Self-Finance,10560,26970,KARAMSAD
"COMPUTER SCIENCE &
DESIGN","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",SC,GUJCET Based,Self-Finance,34381,34381,KARAMSAD
"COMPUTER SCIENCE &
DESIGN - TFW","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",TFWs,GUJCET Based,Self-Finance,7625,7625,KARAMSAD
ELECTRICAL ENGINEERING,"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",GEN,GUJCET Based,Self-Finance,25801,34272,KARAMSAD
"ELECTRONICS & COMMUNICATION
ENGINEERING","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",GEN,GUJCET Based,Self-Finance,16138,35117,KARAMSAD
"FOOD PROCESSING
TECHNOLOGY","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",GEN,GUJCET Based,Self-Finance,12159,50523,KARAMSAD
"INFORMATION
TECHNOLOGY","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",EWS,GUJCET Based,Self-Finance,15948,17417,KARAMSAD
"INFORMATION
TECHNOLOGY","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",GEN,GUJCET Based,Self-Finance,10671,15751,KARAMSAD
"INFORMATION
TECHNOLOGY","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",SC,GUJCET Based,Self-Finance,30715,30715,KARAMSAD
"INFORMATION
TECHNOLOGY","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",SEBC,GUJCET Based,Self-Finance,20295,35209,KARAMSAD
INFORMATION TECHNOLOGY - TFWS,"A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",TFWs,GUJCET Based,Self-Finance,4869,7257,KARAMSAD
"MECHANICAL
ENGINEERING","A.D.PATEL INSTITUTE OF TECH.,KARAMSAD",GEN,GUJCET Based,Self-Finance,17167,34902,KARAMSAD
"INFORMATION &
COMMUNICATION TECHNOLOGY","ADANI UNIVERSITY - FACULTY OF ENGINEERING
SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD",EWS,GUJCET Based,Self-Finance,9010,9777,AHMEDABAD
"INFORMATION &
COMMUNICATION TECHNOLOGY","ADANI UNIVERSITY - FACULTY OF ENGINEERING
SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD",SC,GUJCET Based,Self-Finance,18098,18098,AHMEDABAD
"INFORMATION & COMMUNICATION
TECHNOLOGY","ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST),
AHMEDABAD",GEN,GUJCET Based,Self-Finance,5752,8940,AHMEDABAD
"INFORMATION & COMMUNICATION
TECHNOLOGY","ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST),
AHMEDABAD",SEBC,GUJCET Based,Self-Finance,15530,22043,AHMEDABAD
COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD",ESM,GUJCET Based,Self-Finance,27529,27529,AHMEDABAD
COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD",EWS,GUJCET Based,Self-Finance,6375,7304,AHMEDABAD
COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD",GEN,GUJCET Based,Self-Finance,3572,5674,AHMEDABAD
COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD",SC,GUJCET Based,Self-Finance,14324,14324,AHMEDABAD
COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD",SEBC,GUJCET Based,Self-Finance,6421,14117,AHMEDABAD
COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING) - TFWS,"ADANI UNIVERSITY - FACULTY OF ENGINEERING SCIENCES & TECHNOLOGY (AU-FEST), AHMEDABAD",TFWs,GUJCET Based,Self-Finance,1856,1856,AHMEDABAD
BIOTECHNOLOGY,ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL CORPORATION) AHMEDABAD,GEN,GUJCET Based,Self-Finance,18203,50183,AHMEDABAD
CIVIL ENGINEERING,ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL CORPORATION) AHMEDABAD,GEN,GUJCET Based,Self-Finance,26707,36957,AHMEDABAD
COMPUTER ENGINEERING,ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL CORPORATION) AHMEDABAD,GEN,GUJCET Based,Self-Finance,6950,38632,AHMEDABAD
COMPUTER SCIENCE & BIOSCIENCES,ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL CORPORATION) AHMEDABAD,GEN,GUJCET Based,Self-Finance,5441,5441,AHMEDABAD
COMPUTER SCIENCE & ENGINEERING,ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL CORPORATION) AHMEDABAD,GEN,GUJCET Based,Self-Finance,9917,31017,AHMEDABAD
COMPUTER SCIENCE & ENGINEERING - TFWS,ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL CORPORATION) AHMEDABAD,TFWs,GUJCET Based,Self-Finance,11627,18374,AHMEDABAD
ELECTRICAL ENGINEERING,ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL CORPORATION) AHMEDABAD,GEN,GUJCET Based,Self-Finance,38722,38722,AHMEDABAD
INFORMATION TECHNOLOGY,ADITYA SILVER OAK INSTITUTE OF TECHNOLOGY (WITHIN LIMITS OF AHMEDABAD MUNICIPAL CORPORATION) AHMEDABAD,GEN,GUJCET Based,Self-Finance,22699,39354,AHMEDABAD
"ARTIFICIAL
INTELLIGENCE(AI) AND MACHINE LEARNING","AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",EWS,GUJCET Based,Self-Finance,33271,33719,AHMEDABAD
"ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING","AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",GEN,GUJCET Based,Self-Finance,18434,32111,AHMEDABAD
ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING,"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",SC,GUJCET Based,Self-Finance,39300,39300,AHMEDABAD
"ARTIFICIAL INTELLIGENCE(AI) AND
MACHINE LEARNING","AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",SEBC,GUJCET Based,Self-Finance,37180,50490,AHMEDABAD
ARTIFICIAL INTELLIGENCE(AI) AND MACHINE LEARNING - TFW,"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",TFWs,GUJCET Based,Self-Finance,12638,12638,AHMEDABAD
CIVIL ENGINEERING,"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",GEN,GUJCET Based,Self-Finance,33848,33848,AHMEDABAD
COMPUTER ENGINEERING,"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",GEN,GUJCET Based,Self-Finance,8604,50297,AHMEDABAD
COMPUTER SCIENCE & ENGINEERING (CYBER SECURITY),"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",GEN,GUJCET Based,Self-Finance,11660,39734,AHMEDABAD
"COMPUTER SCIENCE & ENGINEERING (DATA
SCIENCE)","AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",GEN,GUJCET Based,Self-Finance,5524,36883,AHMEDABAD
ELECTRICAL ENGINEERING,"AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",GEN,GUJCET Based,Self-Finance,50253,50637,AHMEDABAD
"ELECTRONICS & COMMUNICATION
ENGINEERING","AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",GEN,GUJCET Based,Self-Finance,20473,39072,AHMEDABAD
"INFORMATION
TECHNOLOGY","AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",GEN,GUJCET Based,Self-Finance,15947,36502,AHMEDABAD
"INFORMATION
TECHNOLOGY - TFWS","AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",TFWs,GUJCET Based,Self-Finance,9632,10226,AHMEDABAD
"MECHANICAL
ENGINEERING","AHMEDABAD INSTITUTE OF TECH, AHMEDABAD",GEN,GUJCET Based,Self-Finance,12394,12394,AHMEDABAD
"CHEMICAL AND ENVIRONMENTAL
ENGINEERING","AHMEDABAD UNIVERSITY, AHMEDABAD",EWS,GUJCET Based,Self-Finance,22809,22809,AHMEDABAD
"CHEMICAL AND
ENVIRONMENTAL ENGINEERING","AHMEDABAD UNIVERSITY, AHMEDABAD",GEN,GUJCET Based,Self-Finance,12920,17482,AHMEDABAD
COMPUTER SCIENCE & ENGINEERING,"AHMEDABAD UNIVERSITY, AHMEDABAD",ESM,GUJCET Based,Self-Finance,20879,20879,AHMEDABAD
"COMPUTER SCIENCE &
ENGINEERING","AHMEDABAD UNIVERSITY, AHMEDABAD",EWS,GUJCET Based,Self-Finance,5047,6856,AHMEDABAD
"COMPUTER SCIENCE &
ENGINEERING","AHMEDABAD UNIVERSITY, AHMEDABAD",GEN,GUJCET Based,Self-Finance,2981,4798,AHMEDABAD
"COMPUTER SCIENCE &
ENGINEERING","AHMEDABAD UNIVERSITY, AHMEDABAD",SC,GUJCET Based,Self-Finance,8749,8749,AHMEDABAD
"COMPUTER SCIENCE &
ENGINEERING","AHMEDABAD UNIVERSITY, AHMEDABAD",SEBC,GUJCET Based,Self-Finance,7051,18144,AHMEDABAD
"ELECTRICAL AND ELECTRONICS
ENGINEERING","AHMEDABAD UNIVERSITY, AHMEDABAD",GEN,GUJCET Based,Self-Finance,6841,9268,AHMEDABAD
ELECTRICAL AND ELECTRONICS ENGINEERING,"AHMEDABAD UNIVERSITY, AHMEDABAD",SEBC,GUJCET Based,Self-Finance,23303,28594,AHMEDABAD
MECHANICAL ENGINEERING,"AHMEDABAD UNIVERSITY, AHMEDABAD",EWS,GUJCET Based,Self-Finance,23276,23276,AHMEDABAD
"MECHANICAL
ENGINEERING","AHMEDABAD UNIVERSITY, AHMEDABAD",GEN,GUJCET Based,Self-Finance,7803,12781,AHMEDABAD
MECHANICAL ENGINEERING,"AHMEDABAD UNIVERSITY, AHMEDABAD",SC,GUJCET Based,Self-Finance,50451,50451,AHMEDABAD
"MECHANICAL
ENGINEERING","AHMEDABAD UNIVERSITY, AHMEDABAD",SEBC,GUJCET Based,Self-Finance,22129,37604,AHMEDABAD
"COMPUTER ENGINEERING -
TFWS","AMRUT INSTITUTE, JUNAGADH",TFWs,GUJCET Based,Self-Finance,30384,30384,JUNAGADH
"MECHANICAL
ENGINEERING - TFWS","AMRUT INSTITUTE, JUNAGADH",TFWs,GUJCET Based,Self-Finance,30824,30824,JUNAGADH
COMPUTER ENGINEERING,"APOLLO INSTITUTE OF ENGINEERING &
TECHNOLOGY AHMEDABAD",GEN,GUJCET Based,Self-Finance,35841,39684,AHMEDABAD
"INFORMATION
TECHNOLOGY","APOLLO INSTITUTE OF ENGINEERING &
TECHNOLOGY AHMEDABAD",GEN,GUJCET Based,Self-Finance,12942,33883,AHMEDABAD
"COMPUTER SCIENCE &
ENGINEERING","ASHA M. TARSADIA INSTITUTE OF COMPUTER
SCIENCE & TECH. BARDOLI",GEN,GUJCET Based,Self-Finance,16109,50559,BARDOLI
"INFORMATION
TECHNOLOGY","ASHA M. TARSADIA INSTITUTE OF COMPUTER
SCIENCE & TECH. BARDOLI",GEN,GUJCET Based,Self-Finance,21458,38887,BARDOLI
COMPUTER ENGINEERING,ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH. BARDOLI,GEN,GUJCET Based,Self-Finance,35234,35234,BARDOLI
COMPUTER ENGINEERING (SOFTWARE ENGINEERING),ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH. BARDOLI,GEN,GUJCET Based,Self-Finance,31418,31418,BARDOLI
COMPUTER SCIENCE & ENGINEERING - M.TECH INTEGRATED,ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH. BARDOLI,GEN,GUJCET Based,Self-Finance,50385,50385,BARDOLI
COMPUTER SCIENCE & ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH. BARDOLI,GEN,GUJCET Based,Self-Finance,6111,50220,BARDOLI
COMPUTER SCIENCE & ENGINEERING (CYBER SECURITY) - TFWS,ASHA M. TARSADIA INSTITUTE OF COMPUTER SCIENCE & TECH. BARDOLI,TFWs,GUJCET Based,Self-Finance,9761,9761,BARDOLI
COMPUTER ENGINEERING,"ATMIYA UNIVERSITY, FACULTY OF ENGINEERING
AND TECHNOLOGY, RAJKOT",GEN,GUJCET Based,Self-Finance,4286,38529,RAJKOT
CIVIL ENGINEERING,"ATMIYA UNIVERSITY, FACULTY OF ENGINEERING AND TECHNOLOGY, RAJKOT",GEN,GUJCET Based,Self-Finance,29459,29459,RAJKOT
"COMPUTER SCIENCE &
ENGINEERING","B.H.GARDI COLLEGE OF ENGG. & TECHNOLOGY ,
RAJKOT",GEN,GUJCET Based,Self-Finance,29068,29068,RAJKOT
COMPUTER ENGINEERING,"B.H.GARDI COLLEGE OF ENGG. & TECHNOLOGY , RAJKOT",GEN,GUJCET Based,Self-Finance,28766,28766,RAJKOT
CHEMICAL ENGINEERING,"BHAGWAN ARIHANT INSTITUTE OF TECH.,
SURAT",GEN,GUJCET Based,Self-Finance,32154,32154,SURAT
COMPUTER ENGINEERING,"BHAGWAN ARIHANT INSTITUTE OF TECH.,
SURAT",GEN,GUJCET Based,Self-Finance,29902,34402,SURAT
"INFORMATION
TECHNOLOGY","BHAGWAN ARIHANT INSTITUTE OF TECH.,
SURAT",GEN,GUJCET Based,Self-Finance,26274,50052,SURAT
"PHARMACEUTICAL
ENGINEERING","BHAGWAN ARIHANT INSTITUTE OF TECH.,
SURAT",GEN,GUJCET Based,Self-Finance,15473,50181,SURAT
CIVIL ENGINEERING,"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND
TECH., SURAT",GEN,GUJCET Based,Self-Finance,38430,38430,SURAT
COMPUTER ENGINEERING,"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND
TECH., SURAT",GEN,GUJCET Based,Self-Finance,16297,38853,SURAT
COMPUTER ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND TECH., SURAT",GEN,GUJCET Based,Self-Finance,39694,39694,SURAT
COMPUTER ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING) - TFWS,"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND TECH., SURAT",TFWs,GUJCET Based,Self-Finance,27671,27671,SURAT
COMPUTER ENGINEERING (DATA SCIENCE),"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND TECH., SURAT",GEN,GUJCET Based,Self-Finance,26888,34045,SURAT
COMPUTER ENGINEERING (DATA SCIENCE) - TFWS,"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND TECH., SURAT",TFWs,GUJCET Based,Self-Finance,17987,17987,SURAT
"INFORMATION & COMMUNICATION
TECHNOLOGY - TFWS","BHAGWAN MAHAVIR COLLEGE OF ENGG. AND TECH., SURAT",TFWs,GUJCET Based,Self-Finance,19487,36979,SURAT
MECHANICAL ENGINEERING (ELECTRIC VEHICLE)-TFWS,"BHAGWAN MAHAVIR COLLEGE OF ENGG. AND TECH., SURAT",TFWs,GUJCET Based,Self-Finance,39925,39925,SURAT
CIVIL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",EWS,GUJCET Based,Govt / GIA,23532,26052,NAGAR
CIVIL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",GEN,GUJCET Based,Govt / GIA,5998,20587,NAGAR
CIVIL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",SC,GUJCET Based,Govt / GIA,28411,36070,NAGAR
CIVIL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",ST,GUJCET Based,Govt / GIA,37474,37474,NAGAR
CIVIL ENGINEERING - TFWS,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",TFWs,GUJCET Based,Govt / GIA,5460,5460,NAGAR
COMPUTER ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",GEN,GUJCET Based,Govt / GIA,833,1307,NAGAR
COMPUTER ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",SEBC,GUJCET Based,Govt / GIA,1862,1970,NAGAR
COMPUTER ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",ST,GUJCET Based,Govt / GIA,28929,29085,NAGAR
COMPUTER ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",EWS,JEE Based,Govt / GIA,901296,901296,NAGAR
COMPUTER ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",SEBC,JEE Based,Govt / GIA,901581,901581,NAGAR
ELECTRICAL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",GEN,GUJCET Based,Govt / GIA,9241,12335,NAGAR
ELECTRICAL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",SEBC,GUJCET Based,Govt / GIA,15432,16318,NAGAR
ELECTRICAL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",ST,GUJCET Based,Govt / GIA,38255,38255,NAGAR
ELECTRICAL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",EWS,JEE Based,Govt / GIA,904983,904983,NAGAR
ELECTRICAL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",SEBC,JEE Based,Govt / GIA,906984,906984,NAGAR
"ELECTRICAL ENGINEERING -
TFWS","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",TFWs,GUJCET Based,Govt / GIA,7715,7715,NAGAR
"ELECTRONICS
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",EWS,GUJCET Based,Govt / GIA,8469,9224,NAGAR
"ELECTRONICS
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",SC,GUJCET Based,Govt / GIA,26620,38995,NAGAR
"ELECTRONICS
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",SEBC,GUJCET Based,Govt / GIA,14077,14905,NAGAR
"ELECTRONICS
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",SC,JEE Based,Govt / GIA,911364,911364,NAGAR
"MECHANICAL
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",ESM,GUJCET Based,Govt / GIA,34014,34014,NAGAR
"MECHANICAL
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",EWS,GUJCET Based,Govt / GIA,12879,12879,NAGAR
"MECHANICAL
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",SEBC,GUJCET Based,Govt / GIA,14039,16285,NAGAR
"MECHANICAL
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",GEN,JEE Based,Govt / GIA,902071,902071,NAGAR
"PRODUCTION
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",GEN,GUJCET Based,Govt / GIA,33726,39608,NAGAR
"PRODUCTION
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA),
V.V.NAGAR",GEN,JEE Based,Govt / GIA,912453,990117,NAGAR
CIVIL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",SEBC,GUJCET Based,Govt / GIA,24594,25975,NAGAR
CIVIL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",SEBC,JEE Based,Govt / GIA,911537,911537,NAGAR
COMPUTER ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",GEN,JEE Based,Govt / GIA,900863,900863,NAGAR
COMPUTER ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",ST,JEE Based,Govt / GIA,910637,910637,NAGAR
COMPUTER ENGINEERING - TFWS,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",TFWs,JEE Based,Govt / GIA,901112,901112,NAGAR
ELECTRICAL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",EWS,GUJCET Based,Govt / GIA,14102,17115,NAGAR
ELECTRICAL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",GEN,JEE Based,Govt / GIA,901744,901744,NAGAR
ELECTRONICS ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",GEN,GUJCET Based,Govt / GIA,2287,8417,NAGAR
MECHANICAL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",GEN,GUJCET Based,Govt / GIA,7481,11123,NAGAR
MECHANICAL ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYALAYA(GIA), V.V.NAGAR",ST,GUJCET Based,Govt / GIA,38364,38364,NAGAR
COMPUTER ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR",ESM,GUJCET Based,Self-Finance,17771,17771,NAGAR
COMPUTER ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR",EWS,GUJCET Based,Self-Finance,2616,3059,NAGAR
COMPUTER ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR",GEN,GUJCET Based,Self-Finance,1517,2556,NAGAR
COMPUTER ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR",SEBC,GUJCET Based,Self-Finance,2885,4655,NAGAR
"COMPUTER ENGINEERING -
TFWS","BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR",TFWs,GUJCET Based,Self-Finance,1414,1414,NAGAR
"INFORMATION
TECHNOLOGY","BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR",GEN,GUJCET Based,Self-Finance,2875,4335,NAGAR
"INFORMATION
TECHNOLOGY","BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR",SEBC,GUJCET Based,Self-Finance,4666,8431,NAGAR
"MECHANICAL
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR",EWS,GUJCET Based,Self-Finance,17393,18352,NAGAR
"MECHANICAL
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR",GEN,GUJCET Based,Self-Finance,12091,17282,NAGAR
"MECHANICAL
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI),
V.V.NAGAR",SEBC,GUJCET Based,Self-Finance,23877,24953,NAGAR
ELECTRONICS & COMMUNICATION ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",EWS,GUJCET Based,Self-Finance,11486,12039,NAGAR
"ELECTRONICS & COMMUNICATION
ENGINEERING","BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",GEN,GUJCET Based,Self-Finance,6747,11382,NAGAR
ELECTRONICS & COMMUNICATION ENGINEERING,"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",SEBC,GUJCET Based,Self-Finance,16262,26715,NAGAR
INFORMATION TECHNOLOGY,"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",EWS,GUJCET Based,Self-Finance,4456,5109,NAGAR
INFORMATION TECHNOLOGY,"BIRLA VISHVAKARMA MAHA VIDHYLAYA(SFI), V.V.NAGAR",SC,GUJCET Based,Self-Finance,18804,33969,NAGAR
CIVIL ENGINEERING,"C. K. PITHAWALA COLLEGE OF ENGG. & TECH.,
SURAT",GEN,GUJCET Based,Self-Finance,23535,23535,SURAT
